task_id,passed,time_ms,error
reflex-dev__reflex-4427,0,102961,Not resolved
reflex-dev__reflex-4510,0,316703,
reflex-dev__reflex-4563,0,75237,Not resolved
reflex-dev__reflex-4711,0,53233,KeyError: 'oai_chat_response'
reflex-dev__reflex-4717,0,161599,
reflex-dev__reflex-4720,0,115414,
reflex-dev__reflex-5039,0,91061,Not resolved
run-llama__llama_deploy-330,0,195880,
run-llama__llama_deploy-356,0,221966,Not resolved
run-llama__llama_deploy-372,0,62105,
run-llama__llama_deploy-384,0,58896,JSONDecodeError: Unterminated string starting at: line 1 column 98 (char 97)
run-llama__llama_deploy-397,1,51690,
run-llama__llama_deploy-399,0,58851,Not resolved
run-llama__llama_deploy-438,0,94705,Not resolved
run-llama__llama_deploy-458,0,46931,KeyError: 'oai_chat_response'
scrapy-plugins__scrapy-splash-324,0,151809,Not resolved
shapely__shapely-2224,0,22837,
shapely__shapely-2226,0,27566,
shapely__shapely-2255,0,40338,KeyError: 'oai_chat_response'
sissbruecker__linkding-971,0,60063,Not resolved
sissbruecker__linkding-984,0,110582,Not resolved
sissbruecker__linkding-989,0,188470,Not resolved
sissbruecker__linkding-995,0,101752,Not resolved
sissbruecker__linkding-999,0,237529,"ImageNotFound: 404 Client Error for http+docker://localhost/v1.41/images/starryzhang/sweb.eval.x86_64.sissbruecker_1776_linkding-999:latest/json: Not Found (""failed to find image starryzhang/sweb.eval.x86_64.sissbruecker_1776_linkding-999:latest: docker.io/starryzhang/sweb.eval.x86_64.sissbruecker_1776_linkding-999:latest: No such image"")"
sphinx-doc__sphinx-12975,0,117465,
sphinx-doc__sphinx-13127,0,78103,KeyError: 'oai_chat_response'
sphinx-doc__sphinx-13200,0,250817,Not resolved
sphinx-doc__sphinx-13253,0,132051,KeyError: 'oai_chat_response'
sphinx-doc__sphinx-13261,0,212940,Not resolved
sphinx-doc__sphinx-13318,0,178093,
stanford-crfm__helm-3467,0,202406,"ImageNotFound: 404 Client Error for http+docker://localhost/v1.41/images/starryzhang/sweb.eval.x86_64.stanford-crfm_1776_helm-3467:latest/json: Not Found (""failed to find image starryzhang/sweb.eval.x86_64.stanford-crfm_1776_helm-3467:latest: docker.io/starryzhang/sweb.eval.x86_64.stanford-crfm_1776_helm-3467:latest: No such image"")"
stanfordnlp__dspy-1609,0,218868,"ImageNotFound: 404 Client Error for http+docker://localhost/v1.41/images/starryzhang/sweb.eval.x86_64.stanfordnlp_1776_dspy-1609:latest/json: Not Found (""failed to find image starryzhang/sweb.eval.x86_64.stanfordnlp_1776_dspy-1609:latest: docker.io/starryzhang/sweb.eval.x86_64.stanfordnlp_1776_dspy-1609:latest: No such image"")"
stanfordnlp__dspy-1651,0,295608,"ImageNotFound: 404 Client Error for http+docker://localhost/v1.41/images/starryzhang/sweb.eval.x86_64.stanfordnlp_1776_dspy-1651:latest/json: Not Found (""failed to find image starryzhang/sweb.eval.x86_64.stanfordnlp_1776_dspy-1651:latest: docker.io/starryzhang/sweb.eval.x86_64.stanfordnlp_1776_dspy-1651:latest: No such image"")"
stanfordnlp__dspy-1741,0,122288,"ImageNotFound: 404 Client Error for http+docker://localhost/v1.41/images/starryzhang/sweb.eval.x86_64.stanfordnlp_1776_dspy-1741:latest/json: Not Found (""failed to find image starryzhang/sweb.eval.x86_64.stanfordnlp_1776_dspy-1741:latest: docker.io/starryzhang/sweb.eval.x86_64.stanfordnlp_1776_dspy-1741:latest: No such image"")"
stanfordnlp__dspy-1801,0,583711,"ImageNotFound: 404 Client Error for http+docker://localhost/v1.41/images/starryzhang/sweb.eval.x86_64.stanfordnlp_1776_dspy-1801:latest/json: Not Found (""failed to find image starryzhang/sweb.eval.x86_64.stanfordnlp_1776_dspy-1801:latest: docker.io/starryzhang/sweb.eval.x86_64.stanfordnlp_1776_dspy-1801:latest: No such image"")"
streamlink__streamlink-6242,1,69585,
streamlink__streamlink-6328,0,36253,
streamlink__streamlink-6338,0,79626,
streamlink__streamlink-6361,0,59049,
streamlink__streamlink-6381,0,14360,"JSONDecodeError: Expecting ',' delimiter: line 1 column 3773 (char 3772)"
streamlink__streamlink-6389,0,70957,Not resolved
streamlink__streamlink-6439,0,132786,JSONDecodeError: Unterminated string starting at: line 1 column 92 (char 91)
sympy__sympy-27462,0,240144,
theoehrly__fast-f1-699,0,84326,Not resolved
tox-dev__tox-3388,0,56547,
tox-dev__tox-3409,0,145167,
urllib3__urllib3-3527,0,41694,KeyError: 'oai_chat_response'
wemake-services__wemake-python-styleguide-3114,0,31014,
wemake-services__wemake-python-styleguide-3117,0,174841,
wemake-services__wemake-python-styleguide-3128,0,63960,
wemake-services__wemake-python-styleguide-3129,0,136793,
wemake-services__wemake-python-styleguide-3195,0,21519,KeyError: 'oai_chat_response'
wireservice__csvkit-1274,0,73980,Not resolved
wireservice__csvkit-1281,0,34236,
yt-dlp__yt-dlp-11425,0,16986,Not resolved
yt-dlp__yt-dlp-11880,0,43909,
yt-dlp__yt-dlp-12684,0,102014,KeyError: 'oai_chat_response'
yt-dlp__yt-dlp-12714,0,91040,KeyError: 'oai_chat_response'

